"Time (UTC)","Gender","Age","Geography","Urban Density","Income","Weight","Screener Answer","Answer"
"2012-11-06 17:32:06","Female","35-44","US-MIDWEST-MN-Rochester","Suburban","$50,000-$74,999",1.0257441,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 17:32:04","Unknown","Unknown","US-WEST-CA-Sacramento","Urban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:32:10","Male","Unknown","US-WEST-WA-Tacoma","Urban","$25,000-$49,999",,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:06","Unknown","Unknown","US-SOUTH-KY-Louisville","Urban","$0-$24,999",,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:16","Male","45-54","US-SOUTH-FL-Orlando","Urban","$25,000-$49,999",1.7143315,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:32:13","Male","18-24","US-SOUTH-AL-Mobile","Suburban","$0-$24,999",1.1916284,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:32:12","Female","55-64","US-SOUTH-KY-Ashland","Urban","$25,000-$49,999",0.4507708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:32:12","Unknown","Unknown","US-MIDWEST-MN-Austin","Suburban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:32:15","Female","25-34","US-SOUTH-TX-Dallas","Urban","$25,000-$49,999",1.0065915,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:13","Unknown","Unknown","US-SOUTH-FL-Williamsburg","Suburban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:14","Male","35-44","US-SOUTH-NC-Charlotte","Suburban","$25,000-$49,999",2.063548,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:11","Male","25-34","US-WEST-NM-Albuquerque","Suburban","$0-$24,999",0.8522426,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:17","Female","45-54","US-MIDWEST-IN-Elkhart","Suburban","$25,000-$49,999",0.5425941,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:32:22","Male","25-34","US-WEST-CO-Denver","Suburban","$50,000-$74,999",0.8522426,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:17","Female","Unknown","US-MIDWEST-MN-Minneapolis","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:19","Male","25-34","US","Urban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:32:22","Female","65+","US-SOUTH-TX-North-Richland-Hills","Unknown","$25,000-$49,999",1.0581287,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:32:19","Male","65+","US-SOUTH-DC-Washington","Suburban","$50,000-$74,999",1.2413651,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:27","Female","55-64","US-NORTHEAST-NY-New-York","Urban","$25,000-$49,999",0.8150521,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:27","Unknown","Unknown","US-SOUTH-LA-Slidell","Suburban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:24","Female","25-34","US-WEST-NM-Albuquerque","Suburban","$0-$24,999",0.9446547,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:24","Male","25-34","US-SOUTH-TN-Hendersonville","Suburban","$50,000-$74,999",1.1818841,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:24","Male","35-44","US-WEST-CA-Irvine","Suburban","$50,000-$74,999",1.5133354,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:32:27","Unknown","Unknown","US-MIDWEST-MN-Minneapolis","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:38","Female","Unknown","US-MIDWEST-IN-Kokomo","Suburban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:28","Female","55-64","US-MIDWEST-MN-Aitkin","Rural","$25,000-$49,999",0.3894083,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:29","Female","55-64","US-SOUTH-NC-Fuquay-Varina","Rural","$25,000-$49,999",0.4507708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:34","Male","25-34","US-MIDWEST-IL-Chicago","Urban","$25,000-$49,999",1.1495767,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:32:29","Female","25-34","US-SOUTH-TX-Fort-Worth","Unknown","$25,000-$49,999",1.0065915,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:33","Male","65+","US-MIDWEST-IA-Cedar-Rapids","Suburban","$0-$24,999",1.0142414,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:37:30","Male","65+","US-WEST-NM-Albuquerque","Urban","$25,000-$49,999",1.1937099,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:31","Unknown","Unknown","US-WEST-WA-Bremerton","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:30","Female","45-54","US-MIDWEST-MN-Rochester","Suburban","$50,000-$74,999",0.5425941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:33","Male","25-34","US-WEST-CA-Tracy","Suburban","$50,000-$74,999",0.8522426,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:31","Male","25-34","US-SOUTH-TX-El-Paso","Urban","$0-$24,999",1.1818841,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:32","Female","35-44","US-SOUTH-VA-Warrenton","Rural","$50,000-$74,999",1.3242941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:35","Female","65+","US-WEST-NV-Paradise","Urban","$25,000-$49,999",1.0223087,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:34","Male","45-54","US-NORTHEAST-CT-Bloomfield","Suburban","$50,000-$74,999",3,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:37:42","Female","45-54","US-MIDWEST-IL-Woodstock","Suburban","$50,000-$74,999",0.5425941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:35","Male","55-64","US-MIDWEST-MN-Minnetonka","Urban","$25,000-$49,999",1.1743572,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:38","Female","18-24","US-WEST-CA-Santa-Barbara","Urban","$25,000-$49,999",0.5860146,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:36","Unknown","Unknown","US-MIDWEST-MI-Monroe","Suburban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:38","Female","35-44","US-SOUTH-NC-Durham","Suburban","$25,000-$49,999",1.3242941,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:37","Male","55-64","US-WEST-CA-Rocklin","Suburban","$50,000-$74,999",1.1776471,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:37:45","Male","65+","US-MIDWEST-IA-Burlington","Suburban","$25,000-$49,999",1.0142414,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:38:15","Male","65+","US","Unknown","Unknown",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:38:39","Female","45-54","US-SOUTH-FL-Celebration","Rural","$50,000-$74,999",0.8288947,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:39:05","Male","55-64","US-SOUTH-NC-Raleigh","Suburban","$50,000-$74,999",1.4908022,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:39:10","Female","25-34","US-SOUTH-TX-Waco","Urban","$0-$24,999",1.0065915,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:39:08","Female","35-44","US-MIDWEST-IA-Newton","Suburban","$25,000-$49,999",1.0257441,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:39:03","Female","35-44","US-SOUTH-NC-Charlotte","Suburban","$25,000-$49,999",1.3242941,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:39:08","Male","55-64","US-MIDWEST-MN-Minneapolis","Suburban","$25,000-$49,999",1.1743572,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:39:08","Male","25-34","US-WEST-WA-Seattle","Urban","$25,000-$49,999",0.8522426,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:39:37","Female","45-54","US-SOUTH-TX-Houston","Urban","$25,000-$49,999",0.8288947,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:39:06","Male","55-64","US-MIDWEST-IN-Danville","Rural","$50,000-$74,999",1.1743572,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 17:39:09","Female","55-64","US-SOUTH-TX-Grand-Prairie","Suburban","$50,000-$74,999",0.4507708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:39:10","Unknown","Unknown","US-MIDWEST-IL-Dixon","Suburban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:39:13","Unknown","Unknown","US-MIDWEST-MN-Roseville","Urban","$50,000-$74,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:39:12","Unknown","Unknown","US-MIDWEST-IL-North-Aurora","Urban","$50,000-$74,999",,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:39:14","Female","25-34","US-SOUTH-OK-Tulsa","Suburban","$0-$24,999",1.0065915,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:39:16","Female","35-44","US-SOUTH-LA-Shreveport","Suburban","$25,000-$49,999",1.3242941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:39:12","Female","45-54","US-MIDWEST-MN-Saint-Paul","Urban","$25,000-$49,999",0.5425941,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 17:39:14","Unknown","Unknown","US-WEST-NV-Las-Vegas","Urban","$50,000-$74,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:39:16","Unknown","Unknown","US-WEST-NM-Albuquerque","Suburban","$0-$24,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:39:15","Female","25-34","US-WEST-OR-Eugene","Urban","$25,000-$49,999",0.9446547,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 17:39:15","Female","55-64","US-SOUTH-WV-Morgantown","Rural","$25,000-$49,999",0.4507708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:39:17","Female","45-54","US-SOUTH-NC-Charlotte","Suburban","$25,000-$49,999",0.8288947,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:39:27","Female","65+","US-SOUTH-TX-San-Antonio","Urban","$0-$24,999",1.0581287,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:45:54","Female","55-64","US-MIDWEST-OH-Columbus","Urban","$0-$24,999",0.3894083,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:45:54","Unknown","Unknown","US-SOUTH-TN-Morristown","Suburban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:45:57","Male","35-44","US-WEST-AZ-Tucson","Urban","$0-$24,999",1.5133354,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:45:54","Male","25-34","US-SOUTH-NC-Raleigh","Suburban","$25,000-$49,999",1.1818841,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:45:55","Female","45-54","US-NORTHEAST-PA-Pittsburgh","Urban","$0-$24,999",1.105404,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:45:56","Female","25-34","US-MIDWEST-IL-Chicago","Urban","$25,000-$49,999",0.9362303,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:45:58","Male","45-54","US-SOUTH-AR-Rogers","Suburban","$25,000-$49,999",1.7143315,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:45:57","Female","45-54","US-MIDWEST-NE-Omaha","Urban","$25,000-$49,999",0.5425941,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:45:58","Female","35-44","US-WEST-CA-Susanville","Suburban","$25,000-$49,999",1.1191708,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:45:58","Male","65+","US-SOUTH-FL-Lakeland","Urban","$25,000-$49,999",1.2413651,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:46:04","Female","25-34","US-SOUTH-OK-Weatherford","Suburban","$25,000-$49,999",1.0065915,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:45:58","Male","45-54","US-MIDWEST-MN-Minneapolis","Suburban","$25,000-$49,999",1.1327092,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:45:58","Female","55-64","US-WEST-CO-Northglenn","Suburban","$50,000-$74,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:46:00","Female","65+","US-NORTHEAST-NY-Watertown","Suburban","$25,000-$49,999",1.999801,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:46:01","Female","55-64","US-SOUTH-MS-Mc-Comb","Suburban","$0-$24,999",0.4507708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:46:02","Female","45-54","US-WEST-CA-Eureka","Urban","$25,000-$49,999",0.7264175,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:46:05","Unknown","Unknown","US-WEST-CO-Denver","Urban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:46:01","Unknown","Unknown","US-WEST-WA-Vancouver","Urban","$25,000-$49,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 17:46:06","Female","Unknown","US-MIDWEST-IL-Morris","Suburban","$50,000-$74,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 17:46:07","Male","25-34","US-WEST-CO-Denver","Urban","$25,000-$49,999",0.8522426,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:46:04","Female","25-34","US-MIDWEST-MN-Austin","Suburban","$25,000-$49,999",0.9362303,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:46:12","Unknown","Unknown","US-WEST-CA-Rocklin","Suburban","$50,000-$74,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:46:11","Female","55-64","US-WEST-WA-Cheney","Rural","$25,000-$49,999",0.5122865,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:46:07","Female","45-54","US-WEST-CO-Eagle","Rural","$50,000-$74,999",0.7264175,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:47:12","Female","25-34","US-MIDWEST-MN-Mankato","Suburban","$25,000-$49,999",0.9362303,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:53:38","Female","55-64","US-SOUTH-MS-Natchez","Suburban","$25,000-$49,999",0.4507708,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 17:53:37","Female","55-64","US-WEST-CA-Chula-Vista","Urban","$25,000-$49,999",0.5122865,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:53:32","Female","55-64","US-WEST-CA-Anza","Rural","$25,000-$49,999",0.5122865,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:53:33","Male","25-34","US-SOUTH-OK-Tulsa","Urban","$25,000-$49,999",1.1818841,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:53:39","Male","45-54","US-WEST-WA-Puyallup","Urban","$25,000-$49,999",1.5794568,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:53:35","Female","65+","US-NORTHEAST-NY-New-York","Urban","$0-$24,999",1.999801,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:53:43","Female","55-64","US-SOUTH-LA","Rural","$25,000-$49,999",0.4507708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:53:39","Female","18-24","US-NORTHEAST-NJ-Princeton","Suburban","$75,000-$99,999",0.6704847,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:53:48","Male","25-34","US-MIDWEST-MI-Mount-Pleasant","Suburban","$25,000-$49,999",1.1495767,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:53:49","Male","65+","US-WEST-CA-Whittier","Urban","$25,000-$49,999",1.1937099,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 17:53:41","Female","65+","US-SOUTH-FL-Brandon","Urban","$50,000-$74,999",1.0581287,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:53:36","Female","35-44","US-MIDWEST-OH-Ironton","Rural","$25,000-$49,999",1.0257441,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 17:53:51","Male","35-44","US-NORTHEAST-NY-New-York","Urban","$50,000-$74,999",2.2276999,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:53:39","Male","35-44","US-SOUTH-DC-Washington","Unknown","Unknown",2.063548,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 17:53:42","Female","55-64","US-MIDWEST-MN-Wells","Rural","$25,000-$49,999",0.3894083,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:53:42","Female","Unknown","US-NORTHEAST-NY-New-York","Urban","$0-$24,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:53:42","Female","25-34","US-WEST-NM-Clovis","Suburban","$25,000-$49,999",0.9446547,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:53:40","Female","25-34","US-MIDWEST-MN-Minneapolis","Suburban","$25,000-$49,999",0.9362303,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:53:42","Female","35-44","US-MIDWEST-IL-Morrison","Rural","$25,000-$49,999",1.0257441,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:53:43","Female","55-64","US-NORTHEAST-CT-Southington","Suburban","$50,000-$74,999",0.8150521,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:53:42","Female","55-64","US-MIDWEST-IA-Forest-City","Suburban","$25,000-$49,999",0.3894083,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:53:46","Female","Unknown","US-WEST-CA-Eureka","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:53:43","Female","55-64","US-SOUTH-TX-San-Antonio","Suburban","$50,000-$74,999",0.4507708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:53:47","Male","18-24","US-SOUTH-FL-Fort-Pierce","Urban","$0-$24,999",1.1916284,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:53:46","Male","45-54","US-WEST-CA-North-Highlands","Urban","$25,000-$49,999",1.5794568,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:53:46","Male","65+","US-NORTHEAST-PA-Upper-Providence-Township","Suburban","$50,000-$74,999",1.7463493,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:59:49","Female","55-64","US-SOUTH-LA-Alexandria","Rural","$25,000-$49,999",0.4507708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:59:54","Female","25-34","US-SOUTH-DC-Washington","Unknown","Unknown",1.0065915,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:59:52","Female","45-54","US-MIDWEST-IL-Aurora","Unknown","$50,000-$74,999",0.5425941,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:59:51","Male","25-34","US-SOUTH-KY-Lyndon","Urban","$50,000-$74,999",1.1818841,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:59:52","Female","65+","US-MIDWEST-OH-Mansfield","Urban","$0-$24,999",0.6473189,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:59:53","Female","55-64","US-SOUTH-FL-New-Port-Richey","Urban","$25,000-$49,999",0.4507708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:59:54","Female","45-54","US-NORTHEAST-NJ-Collingswood","Urban","$25,000-$49,999",1.105404,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 18:00:00","Female","35-44","US-WEST-UT-Logan","Suburban","$25,000-$49,999",1.1191708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 18:00:12","Female","35-44","US-SOUTH-MD-Annapolis","Suburban","$50,000-$74,999",1.3242941,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 17:59:58","Female","Unknown","US-SOUTH-SC-Florence","Suburban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:59:59","Male","18-24","US-MIDWEST-MI-Harrison","Rural","$25,000-$49,999",1.1154767,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 17:59:56","Male","45-54","US-MIDWEST-IL-Chicago","Suburban","$50,000-$74,999",1.1327092,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 18:00:01","Male","65+","US-MIDWEST-WI-New-Berlin","Suburban","$50,000-$74,999",1.0142414,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 18:00:05","Unknown","Unknown","US-MIDWEST-IL-Morrison","Rural","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 18:00:03","Female","55-64","US-MIDWEST-IA-Newton","Suburban","$25,000-$49,999",0.3894083,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 18:00:01","Female","35-44","US-SOUTH-FL-Sarasota","Urban","$25,000-$49,999",1.3242941,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 18:00:01","Female","65+","US-WEST-NM-Ruidoso","Suburban","$25,000-$49,999",1.0223087,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 18:00:06","Female","25-34","US-MIDWEST-IL-Chicago","Suburban","$50,000-$74,999",0.9362303,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 18:00:04","Female","45-54","US-MIDWEST-KS-Overland-Park","Urban","$50,000-$74,999",0.5425941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 18:00:07","Female","35-44","US-SOUTH-TX-Conroe","Suburban","$25,000-$49,999",1.3242941,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 18:00:03","Unknown","Unknown","US-WEST-CA-Hacienda-Heights","Urban","$50,000-$74,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 18:00:07","Female","25-34","US-SOUTH-TX-Amarillo","Suburban","$0-$24,999",1.0065915,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 18:01:03","Male","45-54","US-NORTHEAST-NY","Rural","$25,000-$49,999",3,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
